hospital_id,department_id,department_name,date,patients_admitted_count,readmission_count,avg_length_of_stay_days,avg_treatment_cost,readmission_rate_pct,patients_discharged_count,total_staff_in_department,department_efficiency_score
H1,1,Emergency,2025-11-16,3,0,6.666666666666667,40059.333333333336,0.0,1,51,83.12
H1,1,Emergency,2025-11-17,8,1,5.0,29809.875,12.5,6,51,83.12
H1,1,Emergency,2025-11-18,6,0,4.833333333333333,38025.166666666664,0.0,5,51,83.12
H1,1,Emergency,2025-11-19,3,0,7.0,30904.666666666668,0.0,6,51,83.12
H1,1,Emergency,2025-11-20,7,0,5.428571428571429,38394.28571428572,0.0,3,51,83.12
H1,1,Emergency,2025-11-21,2,0,5.0,31568.0,0.0,3,51,83.12
H1,1,Emergency,2025-11-22,5,0,4.6,50161.2,0.0,2,51,83.12
H1,1,Emergency,2025-11-23,4,0,4.75,43968.0,0.0,5,51,83.12
H1,1,Emergency,2025-11-24,3,0,4.333333333333333,28787.666666666668,0.0,4,51,83.12
H1,1,Emergency,2025-11-25,5,0,5.2,35412.8,0.0,3,51,83.12
H1,1,Emergency,2025-11-26,6,0,5.333333333333333,47821.833333333336,0.0,4,51,83.12
H1,1,Emergency,2025-11-27,2,0,6.0,28791.5,0.0,8,51,83.12
H1,1,Emergency,2025-11-28,2,0,5.0,60340.5,0.0,5,51,83.12
H1,1,Emergency,2025-11-29,5,0,3.4,41132.2,0.0,4,51,83.12
H1,1,Emergency,2025-11-30,1,0,7.0,31949.0,0.0,4,51,83.12
H1,1,Emergency,2025-12-01,3,0,3.3333333333333335,27721.666666666668,0.0,6,51,83.12
H1,1,Emergency,2025-12-02,4,0,5.25,34522.0,0.0,1,51,83.12
H1,1,Emergency,2025-12-03,5,0,5.4,40642.2,0.0,2,51,83.12
H1,1,Emergency,2025-12-05,5,0,7.2,55094.6,0.0,3,51,83.12
H1,1,Emergency,2025-12-06,4,0,2.25,47030.0,0.0,1,51,83.12
H1,1,Emergency,2025-12-07,2,0,3.0,24203.0,0.0,3,51,83.12
H1,1,Emergency,2025-12-08,4,0,5.25,29114.5,0.0,3,51,83.12
H1,1,Emergency,2025-12-09,2,0,1.0,50329.5,0.0,7,51,83.12
H1,1,Emergency,2025-12-10,8,0,4.875,39658.375,0.0,4,51,83.12
H1,1,Emergency,2025-12-11,5,0,7.8,48020.0,0.0,4,51,83.12
H1,1,Emergency,2025-12-12,1,0,8.0,45944.0,0.0,2,51,83.12
H1,1,Emergency,2025-12-13,7,0,3.142857142857143,44866.857142857145,0.0,0,51,83.12
H1,1,Emergency,2025-12-14,3,0,2.6666666666666665,46075.333333333336,0.0,8,51,83.12
H1,1,Emergency,2025-12-15,3,0,4.666666666666667,31767.0,0.0,3,51,83.12
H1,1,Emergency,2025-12-16,3,0,3.0,31066.0,0.0,4,51,83.12
H1,1,Emergency,2025-12-17,3,0,2.3333333333333335,40485.333333333336,0.0,3,51,83.12
H1,1,Emergency,2025-12-18,1,0,3.0,31417.0,0.0,4,51,83.12
H1,1,Emergency,2025-12-19,2,0,3.5,58578.0,0.0,4,51,83.12
H1,1,Emergency,2025-12-20,5,0,4.6,47167.8,0.0,7,51,83.12
H1,1,Emergency,2025-12-21,2,0,6.5,37404.5,0.0,5,51,83.12
H1,1,Emergency,2025-12-22,5,0,2.4,38322.2,0.0,3,51,83.12
H1,1,Emergency,2025-12-23,2,0,8.5,31272.0,0.0,2,51,83.12
H1,1,Emergency,2025-12-24,7,0,5.857142857142857,35807.28571428572,0.0,2,51,83.12
H1,1,Emergency,2025-12-25,2,0,5.0,27692.0,0.0,2,51,83.12
H1,1,Emergency,2025-12-26,3,0,5.0,30418.666666666668,0.0,1,51,83.12
H1,1,Emergency,2025-12-27,6,1,3.1666666666666665,48931.166666666664,16.67,4,51,83.12
H1,1,Emergency,2025-12-28,5,0,4.8,45106.4,0.0,4,51,83.12
H1,1,Emergency,2025-12-29,9,0,3.111111111111111,32785.11111111111,0.0,3,51,83.12
H1,1,Emergency,2025-12-30,4,0,6.25,37672.25,0.0,7,51,83.12
H1,1,Emergency,2025-12-31,4,0,4.25,54699.5,0.0,4,51,83.12
H1,2,Internal Medicine,2020-01-01,3,0,6.666666666666667,36203.0,0.0,0,54,53.06
H1,2,Internal Medicine,2020-01-02,2,0,6.5,35999.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-01-03,1,0,8.0,27018.0,0.0,0,54,53.06
H1,2,Internal Medicine,2020-01-04,2,0,5.0,47023.5,0.0,0,54,53.06
H1,2,Internal Medicine,2020-01-05,2,0,5.5,56494.5,0.0,0,54,53.06
H1,2,Internal Medicine,2020-01-06,6,0,6.166666666666667,31269.333333333332,0.0,0,54,53.06
H1,2,Internal Medicine,2020-01-07,2,0,3.5,25600.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-08,2,0,5.0,68003.5,0.0,0,54,53.06
H1,2,Internal Medicine,2020-01-09,3,0,4.666666666666667,32086.333333333332,0.0,1,54,53.06
H1,2,Internal Medicine,2020-01-10,4,0,4.5,44482.75,0.0,5,54,53.06
H1,2,Internal Medicine,2020-01-11,1,0,3.0,26895.0,0.0,7,54,53.06
H1,2,Internal Medicine,2020-01-12,3,0,2.6666666666666665,35290.333333333336,0.0,4,54,53.06
H1,2,Internal Medicine,2020-01-13,3,0,4.333333333333333,28026.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-01-14,4,0,3.25,31602.5,0.0,5,54,53.06
H1,2,Internal Medicine,2020-01-15,4,0,4.25,30983.25,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-16,4,0,2.25,37696.5,0.0,6,54,53.06
H1,2,Internal Medicine,2020-01-17,3,0,2.6666666666666665,46949.666666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-18,2,0,4.5,39448.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-19,2,0,6.5,23012.0,0.0,7,54,53.06
H1,2,Internal Medicine,2020-01-20,3,0,6.333333333333333,61888.666666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-21,2,0,5.0,35293.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-01-22,4,1,5.75,24043.75,25.0,2,54,53.06
H1,2,Internal Medicine,2020-01-23,1,0,2.0,80953.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-01-24,2,0,6.0,38815.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-25,7,0,3.4285714285714284,32191.14285714286,0.0,1,54,53.06
H1,2,Internal Medicine,2020-01-26,7,0,4.142857142857143,35972.42857142857,0.0,2,54,53.06
H1,2,Internal Medicine,2020-01-27,2,0,6.0,74647.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-01-28,7,0,3.142857142857143,30299.285714285714,0.0,4,54,53.06
H1,2,Internal Medicine,2020-01-29,1,0,3.0,38036.0,0.0,10,54,53.06
H1,2,Internal Medicine,2020-01-30,6,0,3.0,43789.5,0.0,1,54,53.06
H1,2,Internal Medicine,2020-01-31,5,0,4.8,39217.6,0.0,6,54,53.06
H1,2,Internal Medicine,2020-02-01,2,0,7.5,57032.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-02-02,6,0,5.5,31764.166666666668,0.0,4,54,53.06
H1,2,Internal Medicine,2020-02-03,2,0,1.0,20939.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-02-05,1,0,3.0,44402.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-02-06,5,0,3.2,33220.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-02-07,3,0,2.6666666666666665,29970.666666666668,0.0,2,54,53.06
H1,2,Internal Medicine,2020-02-08,4,0,6.0,47476.75,0.0,5,54,53.06
H1,2,Internal Medicine,2020-02-09,5,0,4.2,44702.8,0.0,5,54,53.06
H1,2,Internal Medicine,2020-02-10,2,0,5.5,45537.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-02-11,3,0,3.3333333333333335,19778.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-02-12,6,1,2.8333333333333335,45364.833333333336,16.67,0,54,53.06
H1,2,Internal Medicine,2020-02-13,5,0,7.2,42517.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-02-14,5,0,5.2,37101.4,0.0,2,54,53.06
H1,2,Internal Medicine,2020-02-15,4,0,3.75,57650.75,0.0,4,54,53.06
H1,2,Internal Medicine,2020-02-16,3,0,2.3333333333333335,45371.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-02-17,2,0,1.0,70056.5,0.0,3,54,53.06
H1,2,Internal Medicine,2020-02-18,4,1,5.5,46480.25,25.0,5,54,53.06
H1,2,Internal Medicine,2020-02-19,6,1,4.166666666666667,38641.333333333336,16.67,5,54,53.06
H1,2,Internal Medicine,2020-02-20,5,0,3.2,34677.2,0.0,5,54,53.06
H1,2,Internal Medicine,2020-02-21,1,0,4.0,20400.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-02-22,5,0,7.6,34014.6,0.0,3,54,53.06
H1,2,Internal Medicine,2020-02-23,3,0,5.666666666666667,53217.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-02-24,8,0,4.625,49520.5,0.0,1,54,53.06
H1,2,Internal Medicine,2020-02-25,2,0,5.5,50954.5,0.0,6,54,53.06
H1,2,Internal Medicine,2020-02-26,2,0,3.0,26469.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-02-27,2,0,5.5,23100.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-02-28,3,0,3.0,24803.333333333332,0.0,3,54,53.06
H1,2,Internal Medicine,2020-02-29,2,0,8.0,66004.5,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-01,4,0,3.25,35941.25,0.0,0,54,53.06
H1,2,Internal Medicine,2020-03-02,3,0,7.0,35360.0,0.0,0,54,53.06
H1,2,Internal Medicine,2020-03-03,3,0,3.0,46934.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-03-04,7,0,5.571428571428571,41273.142857142855,0.0,7,54,53.06
H1,2,Internal Medicine,2020-03-05,1,0,7.0,18194.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-06,1,0,1.0,29178.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-03-07,2,0,7.5,45435.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-03-08,2,1,6.0,40891.0,50.0,1,54,53.06
H1,2,Internal Medicine,2020-03-09,4,0,3.75,46784.5,0.0,1,54,53.06
H1,2,Internal Medicine,2020-03-10,2,0,5.0,53483.5,0.0,0,54,53.06
H1,2,Internal Medicine,2020-03-11,3,0,4.333333333333333,26553.333333333332,0.0,5,54,53.06
H1,2,Internal Medicine,2020-03-12,1,0,8.0,25217.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-03-13,8,0,3.75,33298.75,0.0,3,54,53.06
H1,2,Internal Medicine,2020-03-14,7,0,3.5714285714285716,42978.57142857143,0.0,3,54,53.06
H1,2,Internal Medicine,2020-03-15,7,0,3.2857142857142856,40846.57142857143,0.0,6,54,53.06
H1,2,Internal Medicine,2020-03-16,4,1,2.75,48770.75,25.0,6,54,53.06
H1,2,Internal Medicine,2020-03-17,2,0,3.0,27977.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-18,5,0,5.8,58373.4,0.0,2,54,53.06
H1,2,Internal Medicine,2020-03-19,3,0,4.333333333333333,39540.0,0.0,7,54,53.06
H1,2,Internal Medicine,2020-03-20,4,0,3.75,32444.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-21,5,0,1.8,55954.6,0.0,5,54,53.06
H1,2,Internal Medicine,2020-03-22,3,0,8.0,45336.333333333336,0.0,7,54,53.06
H1,2,Internal Medicine,2020-03-23,7,1,4.285714285714286,40531.0,14.29,3,54,53.06
H1,2,Internal Medicine,2020-03-24,3,1,4.0,28813.333333333332,33.33,3,54,53.06
H1,2,Internal Medicine,2020-03-25,6,0,4.666666666666667,35352.666666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-03-26,6,0,4.0,43465.833333333336,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-27,1,0,10.0,14886.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-28,4,0,6.0,20440.25,0.0,5,54,53.06
H1,2,Internal Medicine,2020-03-29,6,0,3.3333333333333335,40001.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-03-30,3,0,3.3333333333333335,44344.666666666664,0.0,4,54,53.06
H1,2,Internal Medicine,2020-03-31,2,0,5.0,36450.0,0.0,7,54,53.06
H1,2,Internal Medicine,2020-04-01,3,0,6.0,52420.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-04-02,2,0,1.0,15493.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-04-03,3,0,7.0,47740.333333333336,0.0,4,54,53.06
H1,2,Internal Medicine,2020-04-04,3,0,2.6666666666666665,32203.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-04-05,1,1,6.0,22623.0,100.0,1,54,53.06
H1,2,Internal Medicine,2020-04-06,4,0,6.25,34222.25,0.0,5,54,53.06
H1,2,Internal Medicine,2020-04-07,4,0,3.0,44795.25,0.0,5,54,53.06
H1,2,Internal Medicine,2020-04-08,2,0,9.5,32279.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-04-09,6,0,4.333333333333333,42937.666666666664,0.0,1,54,53.06
H1,2,Internal Medicine,2020-04-10,6,0,4.833333333333333,44484.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-04-12,3,0,7.666666666666667,18482.666666666668,0.0,4,54,53.06
H1,2,Internal Medicine,2020-04-13,6,1,4.666666666666667,38157.166666666664,16.67,3,54,53.06
H1,2,Internal Medicine,2020-04-14,2,0,2.5,32308.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-04-15,4,0,4.25,35212.5,0.0,3,54,53.06
H1,2,Internal Medicine,2020-04-16,3,0,2.3333333333333335,36601.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-04-17,5,0,3.6,32507.8,0.0,6,54,53.06
H1,2,Internal Medicine,2020-04-18,3,0,9.333333333333334,43570.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-04-19,5,2,8.8,46251.0,40.0,7,54,53.06
H1,2,Internal Medicine,2020-04-21,3,0,6.0,37610.666666666664,0.0,0,54,53.06
H1,2,Internal Medicine,2020-04-22,3,0,3.3333333333333335,20950.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-04-23,3,0,3.6666666666666665,42981.333333333336,0.0,3,54,53.06
H1,2,Internal Medicine,2020-04-24,2,0,4.0,48486.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-04-25,2,0,4.5,25325.5,0.0,3,54,53.06
H1,2,Internal Medicine,2020-04-26,3,0,4.333333333333333,35067.333333333336,0.0,2,54,53.06
H1,2,Internal Medicine,2020-04-27,6,0,4.166666666666667,28774.166666666668,0.0,6,54,53.06
H1,2,Internal Medicine,2020-04-28,4,0,4.0,32707.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-04-29,3,0,3.0,41035.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-04-30,3,0,5.666666666666667,31260.333333333332,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-01,3,0,5.666666666666667,40973.666666666664,0.0,6,54,53.06
H1,2,Internal Medicine,2020-05-02,3,0,4.666666666666667,43299.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-03,3,0,5.0,33575.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-04,2,0,5.0,51425.5,0.0,1,54,53.06
H1,2,Internal Medicine,2020-05-05,8,0,4.5,36106.625,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-06,3,0,5.0,37333.333333333336,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-07,2,0,6.5,26266.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-05-08,3,0,4.333333333333333,24597.666666666668,0.0,4,54,53.06
H1,2,Internal Medicine,2020-05-09,2,0,2.0,54215.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-05-10,9,0,5.888888888888889,31545.777777777777,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-11,5,0,2.6,41082.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-05-12,3,0,4.0,42893.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-05-13,2,0,3.5,32353.5,0.0,5,54,53.06
H1,2,Internal Medicine,2020-05-14,2,0,3.0,29970.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-15,6,0,3.0,42571.666666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-16,1,0,3.0,38965.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-05-17,3,0,3.3333333333333335,24984.333333333332,0.0,5,54,53.06
H1,2,Internal Medicine,2020-05-18,4,0,6.0,27693.75,0.0,5,54,53.06
H1,2,Internal Medicine,2020-05-19,4,0,5.75,27548.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-20,2,0,5.0,72673.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-05-21,1,0,9.0,78716.0,0.0,0,54,53.06
H1,2,Internal Medicine,2020-05-22,3,0,4.666666666666667,54697.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-23,4,0,2.25,21524.75,0.0,1,54,53.06
H1,2,Internal Medicine,2020-05-24,4,0,5.5,28293.75,0.0,2,54,53.06
H1,2,Internal Medicine,2020-05-25,4,0,6.25,42558.5,0.0,4,54,53.06
H1,2,Internal Medicine,2020-05-26,6,0,3.8333333333333335,35939.666666666664,0.0,4,54,53.06
H1,2,Internal Medicine,2020-05-27,1,0,2.0,16803.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-28,5,0,2.8,41887.8,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-29,3,0,5.333333333333333,53907.333333333336,0.0,5,54,53.06
H1,2,Internal Medicine,2020-05-30,2,0,8.0,50422.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-05-31,1,0,4.0,61629.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-06-01,3,0,5.666666666666667,26081.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-06-02,5,0,5.2,36868.4,0.0,1,54,53.06
H1,2,Internal Medicine,2020-06-03,2,0,1.5,44188.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-06-04,6,0,4.5,28104.5,0.0,4,54,53.06
H1,2,Internal Medicine,2020-06-05,2,0,5.5,20289.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-06-06,4,1,4.25,27517.25,25.0,3,54,53.06
H1,2,Internal Medicine,2020-06-07,5,0,6.2,38644.2,0.0,1,54,53.06
H1,2,Internal Medicine,2020-06-09,1,0,3.0,34471.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-06-10,4,0,3.25,30153.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-06-11,6,1,4.666666666666667,45685.666666666664,16.67,3,54,53.06
H1,2,Internal Medicine,2020-06-12,2,0,5.5,44591.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-06-13,3,0,6.0,56394.333333333336,0.0,5,54,53.06
H1,2,Internal Medicine,2020-06-14,2,0,4.5,38979.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-06-15,2,0,3.5,35349.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-06-16,2,0,7.0,34590.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-06-17,5,0,3.6,29405.2,0.0,3,54,53.06
H1,2,Internal Medicine,2020-06-18,3,0,6.333333333333333,44352.666666666664,0.0,3,54,53.06
H1,2,Internal Medicine,2020-06-19,5,0,3.2,27003.6,0.0,2,54,53.06
H1,2,Internal Medicine,2020-06-20,2,0,5.5,46517.5,0.0,3,54,53.06
H1,2,Internal Medicine,2020-06-21,2,0,2.0,27790.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-06-22,1,0,10.0,46293.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-06-23,5,1,4.8,30186.0,20.0,0,54,53.06
H1,2,Internal Medicine,2020-06-24,2,0,4.0,60538.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-06-25,1,0,2.0,40422.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-06-26,2,0,4.5,38782.5,0.0,6,54,53.06
H1,2,Internal Medicine,2020-06-27,2,0,5.0,54991.5,0.0,3,54,53.06
H1,2,Internal Medicine,2020-06-28,3,0,8.666666666666666,36127.333333333336,0.0,1,54,53.06
H1,2,Internal Medicine,2020-06-29,1,0,8.0,27471.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-06-30,6,0,4.166666666666667,44560.333333333336,0.0,1,54,53.06
H1,2,Internal Medicine,2020-07-01,5,1,5.8,33401.4,20.0,2,54,53.06
H1,2,Internal Medicine,2020-07-02,6,0,3.6666666666666665,41501.166666666664,0.0,1,54,53.06
H1,2,Internal Medicine,2020-07-03,2,0,2.5,31270.5,0.0,5,54,53.06
H1,2,Internal Medicine,2020-07-04,5,0,3.0,29655.4,0.0,3,54,53.06
H1,2,Internal Medicine,2020-07-05,1,0,7.0,33150.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-07-06,5,0,5.8,30558.2,0.0,6,54,53.06
H1,2,Internal Medicine,2020-07-07,1,0,3.0,23852.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-07-08,3,0,7.333333333333333,46065.666666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-07-09,2,0,6.5,34656.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-07-10,3,0,5.333333333333333,34944.333333333336,0.0,3,54,53.06
H1,2,Internal Medicine,2020-07-11,2,0,3.0,43860.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-07-12,3,0,5.666666666666667,40350.333333333336,0.0,4,54,53.06
H1,2,Internal Medicine,2020-07-13,3,0,5.0,27131.333333333332,0.0,1,54,53.06
H1,2,Internal Medicine,2020-07-14,3,0,3.6666666666666665,34319.333333333336,0.0,4,54,53.06
H1,2,Internal Medicine,2020-07-15,6,0,6.0,51328.166666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-07-16,2,0,2.5,59858.5,0.0,4,54,53.06
H1,2,Internal Medicine,2020-07-17,4,0,5.25,24478.25,0.0,1,54,53.06
H1,2,Internal Medicine,2020-07-18,3,0,4.666666666666667,43251.333333333336,0.0,5,54,53.06
H1,2,Internal Medicine,2020-07-19,5,0,3.6,37985.4,0.0,6,54,53.06
H1,2,Internal Medicine,2020-07-20,5,0,5.4,34785.2,0.0,3,54,53.06
H1,2,Internal Medicine,2020-07-21,2,0,6.5,36569.5,0.0,3,54,53.06
H1,2,Internal Medicine,2020-07-22,1,0,1.0,9631.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-07-24,2,0,4.5,24851.5,0.0,1,54,53.06
H1,2,Internal Medicine,2020-07-25,5,0,6.0,43760.2,0.0,3,54,53.06
H1,2,Internal Medicine,2020-07-26,1,0,3.0,11561.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-07-27,3,0,5.333333333333333,52943.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-07-28,4,0,2.5,32417.5,0.0,2,54,53.06
H1,2,Internal Medicine,2020-07-29,3,0,2.3333333333333335,37823.666666666664,0.0,4,54,53.06
H1,2,Internal Medicine,2020-07-30,3,0,4.666666666666667,49207.666666666664,0.0,5,54,53.06
H1,2,Internal Medicine,2020-07-31,1,0,2.0,25375.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-08-01,3,0,4.0,38455.666666666664,0.0,3,54,53.06
H1,2,Internal Medicine,2020-08-02,4,0,2.75,39282.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-08-03,6,0,5.333333333333333,42669.833333333336,0.0,2,54,53.06
H1,2,Internal Medicine,2020-08-04,1,0,5.0,43135.0,0.0,4,54,53.06
H1,2,Internal Medicine,2020-08-05,2,0,4.5,48926.5,0.0,1,54,53.06
H1,2,Internal Medicine,2020-08-06,2,1,3.0,38620.5,50.0,5,54,53.06
H1,2,Internal Medicine,2020-08-07,1,0,6.0,8918.0,0.0,1,54,53.06
H1,2,Internal Medicine,2020-08-08,9,0,7.666666666666667,40563.666666666664,0.0,1,54,53.06
H1,2,Internal Medicine,2020-08-09,5,0,2.6,44745.8,0.0,5,54,53.06
H1,2,Internal Medicine,2020-08-10,6,1,6.833333333333333,42613.166666666664,16.67,4,54,53.06
H1,2,Internal Medicine,2020-08-11,5,0,5.0,33446.4,0.0,1,54,53.06
H1,2,Internal Medicine,2020-08-12,3,1,5.333333333333333,59713.666666666664,33.33,2,54,53.06
H1,2,Internal Medicine,2020-08-13,6,0,4.166666666666667,31184.333333333332,0.0,5,54,53.06
H1,2,Internal Medicine,2020-08-14,2,0,2.0,50593.5,0.0,6,54,53.06
H1,2,Internal Medicine,2020-08-15,6,0,5.0,29740.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-08-16,5,0,2.8,39961.4,0.0,2,54,53.06
H1,2,Internal Medicine,2020-08-17,5,0,3.0,45223.2,0.0,3,54,53.06
H1,2,Internal Medicine,2020-08-19,4,0,5.0,36315.5,0.0,4,54,53.06
H1,2,Internal Medicine,2020-08-20,3,0,4.333333333333333,16820.666666666668,0.0,5,54,53.06
H1,2,Internal Medicine,2020-08-21,5,1,6.8,30136.6,20.0,3,54,53.06
H1,2,Internal Medicine,2020-08-22,1,0,10.0,24477.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-08-23,2,1,1.5,11353.0,50.0,2,54,53.06
H1,2,Internal Medicine,2020-08-24,2,0,3.0,37222.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-08-25,4,0,4.5,26300.0,0.0,2,54,53.06
H1,2,Internal Medicine,2020-08-26,3,0,2.6666666666666665,17495.666666666668,0.0,2,54,53.06
H1,2,Internal Medicine,2020-08-28,2,0,2.5,51626.0,0.0,3,54,53.06
H1,2,Internal Medicine,2020-08-29,1,0,8.0,31110.0,0.0,5,54,53.06
H1,2,Internal Medicine,2020-08-30,3,0,5.666666666666667,33553.333333333336,0.0,2,54,53.06
H1,2,Internal Medicine,2020-09-01,3,0,7.0,45838.666666666664,0.0,2,54,53.06
H1,2,Internal Medicine,2020-09-02,7,1,4.857142857142857,44655.57142857143,14.29,1,54,53.06
H1,2,Internal Medicine,2020-09-03,5,0,5.4,27617.4,0.0,2,54,53.06
H1,2,Internal Medicine,2020-09-04,6,1,4.5,29411.166666666668,16.67,2,54,53.06
H1,2,Internal Medicine,2020-09-05,8,1,4.375,49990.75,12.5,3,54,53.06
H1,2,Internal Medicine,2020-09-06,4,0,2.5,29206.25,0.0,6,54,53.06
H1,2,Internal Medicine,2020-09-07,3,0,5.333333333333333,66948.66666666667,0.0,3,54,53.06
H1,2,Internal Medicine,2020-09-08,6,0,4.666666666666667,43919.333333333336,0.0,6,54,53.06
H1,2,Internal Medicine,2020-09-09,7,0,2.857142857142857,55749.142857142855,0.0,5,54,53.06
H1,2,Internal Medicine,2020-09-10,3,0,3.6666666666666665,37446.666666666664,0.0,6,54,53.06
H1,2,Internal Medicine,2020-09-11,4,0,7.25,34589.0,0.0,6,54,53.06
H1,2,Internal Medicine,2020-09-12,7,0,4.142857142857143,38773.42857142857,0.0,7,54,53.06
H1,2,Internal Medicine,2020-09-13,4,0,3.5,36989.25,0.0,4,54,53.06
H1,2,Internal Medicine,2020-09-14,2,0,8.0,35522.5,0.0,8,54,53.06
H1,2,Internal Medicine,2020-09-15,9,0,4.333333333333333,43489.333333333336,0.0,3,54,53.06
H1,2,Internal Medicine,2020-09-17,4,1,2.5,50874.75,25.0,4,54,53.06
H1,2,Internal Medicine,2020-09-18,2,0,4.5,43964.5,0.0,6,54,53.06
